ProductID,Name,Winery,WineType,Year,Price,Region,Country,Rating,NumberOfRatings
p008596,Tempranillo 2018,Tarón,Red Wine,2018,$5.76,Rioja Alta,,,
p008597,Private Selection Vinhas Velhas Tinto 2015,Paulo Laureano,Red Wine,2015,$15.6,Alentejo,,,
p008598,Marchese di Villamarina 2014,Sella & Mosca,Red Wine,2014,$44.61,Alghero,,,
p008599,Monastrell By El Sequé 2016,El Sequé,Red Wine,2016,$24.5,Alicante,,,
p008600,Millesimato Extra Dry Prosecco 2017,Paladin,Sparkling Wine,2017,$11.36,Prosecco,,,
p008601,Le Ventabren Cairanne 2016,Domaine des Escaravailles,Red Wine,2016,$13.9,Cairanne,,,
p008602,Reserva 2015,Muga,Red Wine,2015,$16.99,Rioja,,,
p008603,Château l'Hermitage Saint-Émilion Grand Cru 2005,Château Matras,Red Wine,2005,$69.95,Saint-Émilion Grand Cru,,,
p008604,El Transistor Verdejo 2018,Telmo Rodriguez,White Wine,2018,$17.9,Rueda,,,
p008605,Alentejano Tinto 2011,Herdade do Rocim,Red Wine,2011,$11.2,Alentejano,,,
p008606,Crémant de Limoux Brut N.V.,Château Martinolles,Sparkling Wine,N.V.,$11.9,Crémant de Limoux,,,
p008607,Clancy's Red Blend 2015,Peter Lehmann,Red Wine,2015,$12.5,Barossa,,,
p008608,La Cala Vermentino di Sardegna 2019,Sella & Mosca,White Wine,2019,$7.49,Vermentino di Sardegna,,,
p008609,Edición Limitada M 2016,Caliterra,Red Wine,2016,$14.57,Colchagua Valley,,,
p008610,Amarone della Valpolicella 2015,Botticato,Red Wine,2015,$24.95,Amarone della Valpolicella,,,
p008611,GB Spätburgunder Rosé 2019,Georg Breuer,Rose,2019,$9.26,Rheingau,,,
p008612,Negroamaro 2017,A Mano,Red Wine,2017,$6.75,Puglia,,,
p008613,Amarone della Valpolicella Classico 2013,Nicolis,Red Wine,2013,$39.9,Amarone della Valpolicella Classico,,,
p008614,Pomerol 2014,Château Lafleur-Gazin,Red Wine,2014,$35.09,Pomerol,,,
p008615,Villa Antinori Rosso 2017,Antinori,Red Wine,2017,$12.57,Toscana,,,
p008616,Le Président Bourgogne Pinot Noir 2018,Sylvain Loichet,Red Wine,2018,$18.6,Bourgogne,,,
p008617,Châteauneuf-du-Pape Vieilles Vignes Blanc 2006,Tardieu-Laurent,White Wine,2006,$46.95,Châteauneuf-du-Pape,,,
p008618,Chianti 2015,Principe Strozzi,Red Wine,2015,$17.4,Chianti,,,
p008619,Esporão Reserva Tinto 2017,Esporão,Red Wine,2017,$17.5,Alentejo,,,
p008620,Châteauneuf-du-Pape 2015,Château de Beaucastel,Red Wine,2015,$68.18,Châteauneuf-du-Pape,,,
p008621,Riesling Fructus 2018,Barth,White Wine,2018,$10.38,Rheingau,,,
p008622,Saint-Émilion Grand Cru 2016,Château Puy-Blanquet,Red Wine,2016,$20.95,Saint-Émilion Grand Cru,,,
p008623,Duca del Salento Primitivo 2018,San Donaci,Red Wine,2018,$6.0,Salento,,,
p008624,Gewürztraminer 2019,Elena Walch,White Wine,2019,$17.35,Südtirol - Alto Adige,,,
p008625,Eight Songs Shiraz 2015,Peter Lehmann,Red Wine,2015,$28.42,Barossa,,,
p008626,Il Vino dei Poeti Gold 2018,Bottega,Sparkling Wine,2018,$19.4,Prosecco,,,
p008627,Pinot Grigio 2019,Casa Lunardi,White Wine,2019,$5.45,delle Venezie,,,
p008628,Barolo Bricco Rocche 2015,Ceretto,Red Wine,2015,$184.23,Barolo,,,
p008629,Rare Brut Champagne (Millesimé) 2002,Piper-Heidsieck,Sparkling Wine,2002,$202.01,Champagne,,,
p008630,Powerline Syrah 2016,K Vintners,Red Wine,2016,$60.84,Walla Walla Valley,,,
p008631,Molin Lugana 2018,Cà Maiol,White Wine,2018,$14.8,Lugana,,,
p008632,Pessac-Léognan 2017,Château Picque Caillou,Red Wine,2017,$23.88,Pessac-Léognan,,,
p008633,Campo del Drago Brunello di Montalcino 2015,Castiglion del Bosco,Red Wine,2015,$96.5,Toscana,,,
p008634,Floramundi 2017,Donnafugata,Red Wine,2017,$13.9,Cerasuolo di Vittoria,,,
p008635,Henley Shiraz 2005,Geoff Merrill,Red Wine,2005,$96.5,McLaren Vale,,,
p008636,Tupungato Passo Doble Malbec - Corvina 2009,Masi,Red Wine,2009,$13.69,Tupungato,,,
p008637,Pinot Grigio 2018,Villa Cavarena,White Wine,2018,$8.94,delle Venezie,,,
p008638,Bandarossa Valdobbiadene Prosecco Superiore N.V.,Bortolomiol,Sparkling Wine,N.V.,$14.9,Conegliano-Valdobbiadene Prosecco,,,
p008639,Nebbiolo Langhe Capisme-e 2013,Domenico Clerico,Red Wine,2013,$18.38,Langhe,,,
p008640,Josef Spreitzer Riesling Trocken 2018,Spreitzer,White Wine,2018,$8.9,Rheingau,,,
p008641,Director's Cut Cabernet Sauvignon 2016,Francis Ford Coppola,Red Wine,2016,$29.9,Alexander Valley,,,
p008642,Nadir Syrah 2017,Tenuta Rapitalà,Red Wine,2017,$11.4,Terre Siciliane,,,
p008643,Pinot Nero Piemonte Extra Brut Molinera N.V.,Vite Colte,Sparkling Wine,N.V.,$11.89,Piemonte,,,
p008644,Carmenère 2017,Anderra,Red Wine,2017,$7.27,Central Valley,,,
p008645,Aleatico Toscana Rosato 2018,Fattoria Aldobrandesca,Rose,2018,$39.5,Toscana,,,
p008646,Chardonnay 2018,Mulderbosch,White Wine,2018,$14.49,Stellenbosch,,,
p008647,Poggio ai Ginepri Bolgheri 2018,Tenuta Argentiera,Red Wine,2018,$13.47,Bolgheri,,,
p008648,Roggio del Filare Rosso Piceno Superiore 2016,Velenosi,Red Wine,2016,$25.89,Rosso Piceno,,,
p008649,Mon Plaisir Côtes de Provence Rouge 2015,Château des Ferrages,Red Wine,2015,$12.57,Côtes de Provence,,,
p008650,Sauvignon Blanc 2019,Neethlingshof Estate,White Wine,2019,$8.4,Stellenbosch,,,
p008651,Les Terroirs Minervois 2018,Calmel & Joseph,Red Wine,2018,$8.7,Minervois,,,
p008652,Cabernet Sauvignon Riserva Campaner 2016,Cantina Kaltern,Red Wine,2016,$14.72,Trentino-Alto Adige,,,
p008653,Johannisberger Riesling Trocken 2017,Prinz von Hessen,White Wine,2017,$11.31,Rheingau,,,
p008654,Efeso Bianco 2017,Librandi,White Wine,2017,$11.4,Val di Neto,,,
p008655,Brunello di Montalcino 2011,Sesta di Sopra,Red Wine,2011,$106.25,Brunello di Montalcino,,,
p008656,Saint-Émilion Grand Cru 2015,Château Puy-Blanquet,Red Wine,2015,$21.95,Saint-Émilion Grand Cru,,,
p008657,Private Selection 2013,Alpasión,Red Wine,2013,$36.99,Uco Valley,,,
p008658,Réserve Graves Rouge 2016,Mouton Cadet,Red Wine,2016,$14.06,Graves,,,
p008659,Weissburgunder Trocken 2017,Dr. Bürklin-Wolf,White Wine,2017,$12.19,Pfalz,,,
p008660,Ürziger Würzgarten Riesling Auslese 2015,Markus Molitor,White Wine,2015,$99.95,Mosel,,,
p008661,Twins Red Blend (Malbec - Cabernet Sauvignon) 2017,Montes,Red Wine,2017,$8.65,Colchagua Valley,,,
p008662,Granato 2016,Foradori,Red Wine,2016,$45.72,Vigneti delle Dolomiti,,,
p008663,Altos del Plata Cabernet Sauvignon 2016,Terrazas de los Andes,Red Wine,2016,$16.39,Mendoza,,,
p008664,Primitivo Puglia Infinitum 2018,Torrevento,Red Wine,2018,$5.95,Puglia,,,
p008665,The Chocolate Block 2018,Boekenhoutskloof,Red Wine,2018,$25.75,Franschhoek,,,
p008666,Barrancas Vineyards Alta Syrah 2014,Pascual Toso,Red Wine,2014,$34.54,Mendoza,,,
p008667,Shiraz 2016,Delheim,Red Wine,2016,$13.5,Stellenbosch,,,
p008668,V Rosado 2018,Bodegas Faustino,Rose,2018,$5.49,Rioja,,,
p008669,Spätburgunder Blanc de Noir 2018,Jean Stodden,White Wine,2018,$12.4,Ahr,,,
p008670,Kaliber 12 Spätburgunder 2016,Adams,Red Wine,2016,$11.0,Rheinhessen,,,
p008671,Les Grézeaux Chinon 2018,Bernard Baudry,Red Wine,2018,$17.06,Chinon,,,
p008672,Côtes de Thongue 2016,Bassac,Red Wine,2016,$18.25,Côtes de Thongue,,,
p008673,Bandol Rouge 2011,Domaine de la Tour du Bon,Red Wine,2011,$35.9,Bandol,,,
p008674,Pauillac (Premier Grand Cru Classé) 1993,Château Mouton Rothschild,Red Wine,1993,$1051.8,Pauillac,,,
p008675,Terralis Shiraz - Malbec 2015,Trivento,Red Wine,2015,$6.99,Mendoza,,,
p008676,Inferno Riserva Valtellina Superiore 2013,Aldo Rainoldi,Red Wine,2013,$26.09,Valtellina Superiore,,,
p008677,Bardolino Chiaretto 2018,Sartori,Rose,2018,$8.67,Bardolino,,,
p008678,Chardonnay (Unoaked) 2015,Kim Crawford,White Wine,2015,$15.5,Marlborough,,,
p008679,Shiraz 2018,Banrock Station,Red Wine,2018,$7.19,South Eastern Australia,,,
p008680,Selección Especial (Reserva) 2015,Muga,Red Wine,2015,$26.32,Rioja,,,
p008681,Les Cépages Cabernet Sauvignon 2017,Baron Philippe de Rothschild,Red Wine,2017,$8.78,Pays d'Oc,,,
p008682,Brut Blanc De Blancs 2015,Graham Beck,Sparkling Wine,2015,$19.9,Robertson,,,
p008683,Lion Grüner Veltliner 2018,Kracher & Sohm,White Wine,2018,$12.49,Niederösterreich,,,
p008684,Pecan Stream Chenin Blanc 2018,Waterford Estate,White Wine,2018,$9.9,Stellenbosch,,,
p008685,Chaminé Tinto 2018,Cortes de Cima,Red Wine,2018,$9.16,Alentejano,,,
p008686,Pinot Noir 2016,Spellbound,Red Wine,2016,$14.49,California,,,
p008687,Merlot 2015,Morgenster Estate,Red Wine,2015,$12.62,Stellenbosch,,,
p008688,Don Tommaso Chianti Classico 2013,Principe Corsini,Red Wine,2013,$63.0,Chianti Classico,,,
p008689,Saint-Julien (Grand Cru Classé) 2016,Château Ducru-Beaucaillou,Red Wine,2016,$239.0,Saint-Julien,,,
p008690,Surani Costarossa Primitivo di Manduria 2018,Tommasi,Red Wine,2018,$8.9,Primitivo di Manduria,,,
p008691,Arte Tradicional Brut Espumante Rosé 2017,Casa Valduga,Sparkling Wine,2017,$11.95,Vale dos Vinhedos,,,
p008692,Brunello di Montalcino Montosoli 2015,Altesino,Red Wine,2015,$79.95,Brunello di Montalcino,,,
p008693,Dão Colheita Seleccionada Rose 2019,Cabriz,Rose,2019,$7.27,Dão,,,
p008694,Conte Giangirolamo 2016,Girolamo,Red Wine,2016,$31.59,Puglia,,,
p008695,Chianti 2016,Montellori,Red Wine,2016,$8.99,Chianti,,,
p008696,Castillon - Côtes de Bordeaux 2011,Château d'Aiguilhe,Red Wine,2011,$29.39,Castillon - Côtes de Bordeaux,,,
p008697,Venezia Giulia Lis 2015,Lis Neris,White Wine,2015,$53.58,Venezia Giulia,,,
p008698,Dame Nature Petit Chablis 2018,La Chablisienne,White Wine,2018,$13.58,Petit Chablis,,,
p008699,Chardonnay 2019,Zonnebloem,White Wine,2019,$7.85,Stellenbosch,,,
p008700,Heideboden Rot 2016,Hannes Reeh,Red Wine,2016,$13.6,Neusiedlersee,,,
p008701,Chablis Premier Cru 'Vau de Vey' 2017,Jean-Marc Brocard,White Wine,2017,$29.55,Chablis 1er Cru 'Vau de Vey',,,
p008702,Rioja Crianza 2016,Viña Real,Red Wine,2016,$7.7,Rioja,,,
p008703,Réserve Privée Blanc de Blancs Brut Champagne Grand Cru N.V.,Bruno Paillard,Sparkling Wine,N.V.,$65.0,Champagne Grand Cru,,,
p008704,Saint-Émilion Grand Cru (Grand Cru Classé) 2010,Château Clos Saint Martin,Red Wine,2010,$109.95,Saint-Émilion Grand Cru,,,
p008705,Roda I Reserva Rioja 2015,Bodegas Roda,Red Wine,2015,$46.5,Rioja,,,
p008706,Pauillac (Grand Cru Classé) 2017,Château Pontet-Canet,Red Wine,2017,$131.6,Pauillac,,,
p008707,Saint-Émilion Grand Cru (Grand Cru Classé) 2010,Château Destieux,Red Wine,2010,$68.92,Saint-Émilion Grand Cru,,,
p008708,Bin 3 Merlot - Cabernet Sauvignon 2016,Kaapzicht,Red Wine,2016,$13.8,Stellenbosch,,,
p008709,Dom Riesling Feinherb 2016,Bischöfliche Weingüter Trier,White Wine,2016,$9.13,Mosel,,,
p008710,Campogiovanni Brunello di Montalcino Riserva Il Quercione 2010,San Felice,Red Wine,2010,$105.73,Brunello di Montalcino,,,
p008711,Meursault 1er Cru 'Blagny' Blanc 2016,Faiveley,White Wine,2016,$63.9,Meursault 1er Cru 'Blagny',,,
p008712,Wattle Brae Riesling 2017,Langmeil,White Wine,2017,$14.13,Eden Valley,,,
p008713,Valpolicella Ripasso Superiore 2017,Zonin,Red Wine,2017,$8.43,Valpolicella Ripasso,,,
p008714,Pinot Grigio 2018,Canyon Road,White Wine,2018,$6.35,California,,,
p008715,Meursault Blanc 2016,Bouchard Père & Fils,White Wine,2016,$48.09,Meursault,,,
p008716,Spätburgunder Tradition 2016,Philipp Kuhn,Red Wine,2016,$14.59,Pfalz,,,
p008717,Kiedrich Gräfenberg Riesling Trocken GG 2015,Robert Weil,White Wine,2015,$41.87,Rheingau,,,
p008718,Pinot Noir Te Muna Road Vineyard 2017,Craggy Range,Red Wine,2017,$39.48,Marlborough,,,
p008719,Sandstein Riesling Trocken 2019,Gysler,White Wine,2019,$10.21,Rheinhessen,,,
p008720,Gran VU Blend 2015,Salentein,Red Wine,2015,$59.0,Uco Valley,,,
p008721,Cuvée Esplendor Vinyes Propies 2014,Vardon Kennett,Sparkling Wine,2014,$45.74,Penedès,,,
p008722,Tinto 2016,Lesegut,Red Wine,2016,$8.95,Dominio de Valdepusa,,,
p008723,Verdeo Verdejo 2018,Torres,White Wine,2018,$7.75,Rueda,,,
p008724,Saint-Émilion Grand Cru (Grand Cru Classé) 2011,Clos de l'Oratoire,Red Wine,2011,$42.5,Saint-Émilion Grand Cru,,,
p008725,Crozes-Hermitage Les Meysonniers 2017,M. Chapoutier,Red Wine,2017,$22.22,Crozes-Hermitage,,,
p008726,Enfant Sauvage 2017,Domaine Les Enfants Sauvages,Red Wine,2017,$16.47,Côtes Catalanes,,,
p008727,Sabazio 2018,La Braccesca,Red Wine,2018,$10.4,Rosso di Montepulciano,,,
p008728,Vinho Verde 2019,Casa de Vila Nova,White Wine,2019,$5.16,Vinho Verde,,,
p008729,Aile d'Argent Blanc Bordeaux 2016,Château Mouton Rothschild,White Wine,2016,$100.0,Bordeaux,,,
p008730,Steinhaus Riesling Trocken 2016,Trenz,White Wine,2016,$9.21,Rheingau,,,
p008731,Cabernet Sauvignon 2015,Tokara,Red Wine,2015,$17.91,Stellenbosch,,,
p008732,Ca' de' Rocchi Dugal Cabernet Sauvignon - Merlot 2018,Tinazzi,Red Wine,2018,$13.95,Veneto,,,
p008733,Vera Cruz Pinotage 2016,Delheim,Red Wine,2016,$37.9,Simonsberg-Stellenbosch,,,
p008734,Brut Blanc de Blancs Champagne N.V.,Charles Heidsieck,Sparkling Wine,N.V.,$74.78,Champagne,,,
p008735,Da Vinci Chianti 2016,Cantine Leonardo da Vinci,Red Wine,2016,$7.02,Chianti,,,
p008736,Oktav Grauburgunder 2018,Heger,White Wine,2018,$10.7,Baden,,,
p008737,Le Lac-aux-Cochons Cahors 2015,Château Combel La Serre,Red Wine,2015,$28.47,Cahors,,,
p008738,Fernão Pires 2016,Portinho do Covo,White Wine,2016,$5.7,Península de Setúbal,,,
p008739,Collectors Reserve The Promenade Pinotage 2017,Durbanville Hills,Red Wine,2017,$19.99,Cape Town,,,
p008740,La Roque 2017,Mas del Périé - Fabien Jouves,Red Wine,2017,$14.9,Cahors,,,
p008741,Chardonnay 2018,Iona,White Wine,2018,$23.5,Elgin,,,
p008742,Laubenheimer St. Remigiusberg Riesling Trocken 2016,Martin Tesch,White Wine,2016,$15.9,Nahe,,,
p008743,Les Tourelles de la Crée Montagny Premier Cru 2016,Château de la Crée,White Wine,2016,$43.28,Montagny Premier Cru,,,
p008744,Riesling Trocken 2018,Groebe,White Wine,2018,$9.7,Rheinhessen,,,
p008745,Grauburgunder Trocken 2019,Weingut Metzger,White Wine,2019,$8.28,Pfalz,,,
p008746,Chavarri Gran Reserva 2000,Larchago,Red Wine,2000,$53.58,Rioja,,,
p008747,Asti N.V.,Acquesi,Sparkling Wine,N.V.,$7.96,Asti,,,
p008748,Saint-Émilion Grand Cru (Grand Cru Classé) 2016,Château Berliquet,Red Wine,2016,$39.95,Saint-Émilion Grand Cru,,,
p008749,Vino Nobile di Montepulciano Riserva 2013,Poggio Alla Sala,Red Wine,2013,$17.45,Vino Nobile di Montepulciano,,,
p008750,Riesling Brut N.V.,Barth,Sparkling Wine,N.V.,$15.66,Rheingau,,,
p008751,El Abuelo Selección Edición Limitada 2013,Bodegas Piqueras,Red Wine,2013,$10.95,Almansa,,,
p008752,Pecorino Castello Di Semivicoli 2018,Masciarelli,White Wine,2018,$13.39,Abruzzo,,,
p008753,Conde de Valdemar Reserva 2012,Bodegas Valdemar,Red Wine,2012,$13.26,Rioja,,,
p008754,Svmma Varietalis Red Blend (Summa) 2005,Marqués de Griñon,Red Wine,2005,$19.45,Dominio de Valdepusa,,,
p008755,Haut-Médoc (Grand Cru Classé) 2015,Château La Tour Carnet,Red Wine,2015,$39.5,Haut-Médoc,,,
p008756,Single Estate Red 2015,Azamor,Red Wine,2015,$9.65,Alentejano,,,
p008757,Ermitage Ex-Voto 2012,E. Guigal,Red Wine,2012,$299.0,Hermitage,,,
p008758,Graacher Himmelreich Riesling Spätlese 2015,Markus Molitor,White Wine,2015,$23.95,Mosel,,,
p008759,Blaufränkisch 2017,Krutzler,Red Wine,2017,$8.98,Burgenland,,,
p008760,Pessac-Léognan (Grand Cru Classé de Graves) 2010,Château de Fieuzal,Red Wine,2010,$63.66,Pessac-Léognan,,,
p008761,Kieselberg GG 2015,Von Winning,White Wine,2015,$33.95,Pfalz,,,
p008762,Sanct Valentin Riserva Pinot Noir 2017,St. Michael-Eppan,Red Wine,2017,$33.2,Südtirol - Alto Adige,,,
p008763,Brunello Di Montalcino Riserva 2012,Caparzo,Red Wine,2012,$57.72,Brunello di Montalcino,,,
p008764,Toscana 2016,Masseto,Red Wine,2016,$960.17,Toscana,,,
p008765,Reserva Torrontés 2018,Terrazas de los Andes,White Wine,2018,$18.95,Salta,,,
p008766,Sons de Prades Vinyes de Milmanda 2017,Torres,White Wine,2017,$34.99,Conca de Barberà,,,
p008767,Saint-Émilion Grand Cru (Grand Cru Classé) 1999,Château l'Arrosee,Red Wine,1999,$52.15,Saint-Émilion Grand Cru,,,
p008768,Malbec 2018,HornHead,Red Wine,2018,$8.19,Vin de France,,,
p008769,Milmanda 2016,Torres,White Wine,2016,$38.5,Conca de Barberà,,,
p008770,21 Gables Pinotage 2016,Spier,Red Wine,2016,$25.95,Western Cape,,,
p008771,Pinot Noir 2015,Ataraxia,Red Wine,2015,$27.5,Hemel-en-Aarde Valley,,,
p008772,D Millésimé Champagne 2008,Veuve A. Devaux,Sparkling Wine,2008,$57.51,Champagne,,,
p008773,Riesling Federspiel Himmelstiege 2019,Domäne Wachau,White Wine,2019,$9.85,Wachau,,,
p008774,Blanc de Blancs Brut Champagne N.V.,Bruno Paillard,Sparkling Wine,N.V.,$64.95,Champagne,,,
p008775,Torrontés 2019,Colomé,White Wine,2019,$8.24,Calchaqui Valley,,,
p008776,Alluva Rosso 2016,Masseria Pietrosa,Red Wine,2016,$23.88,Puglia,,,
p008777,Riesling 2018,Seifried Estate,White Wine,2018,$12.69,Nelson,,,
p008778,Norwood 2015,Salomon Estate,Red Wine,2015,$16.5,South Australia,,,
p008779,Cuvée de Reserve Blanc de Noirs Champagne Brut N.V.,Gallimard Père & Fils,Sparkling Wine,N.V.,$24.95,Champagne,,,
p008780,Weissburgunder Löss Trocken 2018,Manz,White Wine,2018,$7.95,Rheinhessen,,,
p008781,Crianza 2016,El Coto,Red Wine,2016,$6.7,Rioja,,,
p008782,Can Catorra 2014,Biniagual,Red Wine,2014,$19.3,Binissalem-Mallorca,,,
p008783,Trarbacher Schlossberg Spätburgunder 2011,Markus Molitor,Red Wine,2011,$54.95,Mosel,,,
p008784,L'Authentique Brut Champagne 2009,Tribaut Schloesser,Sparkling Wine,2009,$78.95,Champagne,,,
p008785,Mormoreto Toscana 2016,Castello Nipozzano,Red Wine,2016,$53.35,Toscana,,,
p008786,Cabernet Sauvignon 2016,Arboleda,Red Wine,2016,$15.5,Aconcagua Valley,,,
p008787,Bramare Marchiori Vineyard Malbec 2016,Viña Cobos,Red Wine,2016,$78.19,Mendoza,,,
p008788,Blaufränkisch 2017,Moric,Red Wine,2017,$14.08,Burgenland,,,
p008789,Crémant d'Alsace Blanc de Blancs Brut N.V.,Dopff & Fils,Sparkling Wine,N.V.,$14.21,Crémant d'Alsace,,,
p008790,Weissburgunder 2018,Dreissigacker,White Wine,2018,$10.9,Rheinhessen,,,
p008791,Saint-Julien 2013,Château Gloria,Red Wine,2013,$46.5,Saint-Julien,,,
p008792,Les Moulins de Turquant Blanc 2015,Couly-Dutheil,White Wine,2015,$13.69,Saumur,,,
p008793,Pinot Noir Carneros 2013,Schug,Red Wine,2013,$29.95,Los Carneros,,,
p008794,Cava Brut Rosado N.V.,Segura Viudas,Sparkling Wine,N.V.,$9.5,Cava,,,
p008795,Tortoniano Barolo 2006,Michele Chiarlo,Red Wine,2006,$29.19,Barolo,,,
p008796,Méthode Ancienne Cabernet Sauvignon 2008,Springfield Estate,Red Wine,2008,$44.85,Robertson,,,
p008797,Solar de Libano Crianza 2016,Bodegas Castillo de Sajazarra,Red Wine,2016,$10.5,Rioja,,,
p008798,Barbaresco Bernardot 2014,Ceretto,Red Wine,2014,$89.0,Barbaresco,,,
p008799,La Mancha Reserva 2013,El Vínculo,Red Wine,2013,$12.99,La Mancha,,,
p008800,Eichberg Spätburgunder GG 2016,Franz Keller,Red Wine,2016,$49.0,Baden,,,
p008801,Blanc de Blancs Extra Brut Champagne N.V.,Le Brun de Neuville,Sparkling Wine,N.V.,$29.9,Champagne,,,
p008802,Cavanera Rovo delle Coturnie Etna Rosso 2014,Firriato,Red Wine,2014,$26.99,Etna,,,
p008803,Quarzit Riesling Trocken 2018,Peter Jakob Kühn,White Wine,2018,$17.5,Rheingau,,,
p008804,Cuvée William Deutz Millesimé Brut Champagne N.V.,Deutz,Sparkling Wine,N.V.,$130.0,Champagne,,,
p008805,N.P.U Brut Champagne (Nec Plus Ultra) 1999,Bruno Paillard,Sparkling Wine,1999,$184.23,Champagne,,,
p008806,Domaine Ceptura Rouge 2015,Davino,Red Wine,2015,$26.9,Dealu Mare,,,
p008807,Barolo Bricco Delle Viole 2015,G.D. Vajra,Red Wine,2015,$79.68,Barolo,,,
p008808,Brunello di Montalcino 2014,Val di Suga,Red Wine,2014,$26.9,Brunello di Montalcino,,,
p008809,Cabernet Sauvignon 2015,DiamAndes,Red Wine,2015,$16.99,Uco Valley,,,
p008810,Rosado (Clarete) 2018,Protos,Rose,2018,$7.9,Ribera del Duero,,,
p008811,La Soufrandiére Le Clos de Grand Pére Macon-Vinzelles 2017,Bret Brothers & The Soufrandière,White Wine,2017,$27.5,Mâcon-Vinzelles,,,
p008812,Rioja Reserva 2015,Marqués de Riscal,Red Wine,2015,$15.5,Rioja,,,
p008813,Langenlois Grüner Veltliner 2018,Loimer,White Wine,2018,$8.87,Kamptal,,,
p008814,Magna Dolcetto d'Alba 2017,Paolo Manzone,Red Wine,2017,$11.6,Dolcetto d'Alba,,,
p008815,Cabernet Sauvignon 2016,Black Stallion,Red Wine,2016,$31.57,Napa Valley,,,
p008816,Brunello di Montalcino 2015,Fossacolle,Red Wine,2015,$38.02,Brunello di Montalcino,,,
p008817,Les Terroirs Vieux Carignan 2017,Calmel & Joseph,Red Wine,2017,$9.9,Hérault,,,
p008818,Case Via Syrah 2013,Fontodi,Red Wine,2013,$37.04,Colli della Toscana Centrale,,,
p008819,Méria Maremma Toscana 2014,Serpaia di Endrizzi,Red Wine,2014,$17.4,Maremma Toscana,,,
p008820,Tinto Bruto N.V.,Quinta do Ortigao,Sparkling Wine,N.V.,$15.0,Bairrada,,,
p008821,Margaux (Grand Cru Classé) 2008,Château Lascombes,Red Wine,2008,$64.0,Margaux,,,
p008822,Pinot Noir 2017,Paul Achs,Red Wine,2017,$31.02,Burgenland,,,
p008823,Chardonnay 2018,Dark Horse,White Wine,2018,$6.63,California,,,
p008824,Weissenkirchner Achleithen Grüner Veltliner Smaragd 2015,Rudi Pichler,White Wine,2015,$54.0,Wachau,,,
p008825,Gerações Colheita Seleccionada 2013,Herdade Grande,Red Wine,2013,$14.9,Alentejano,,,
p008826,Franciacorta Brut N.V.,Ferghettina,Sparkling Wine,N.V.,$29.35,Lombardia,,,
p008827,Sancerre Blanc 2019,Pascal Jolivet,White Wine,2019,$24.24,Sancerre,,,
p008828,Cristal Rosé Brut Champagne (Millésimé) 2012,Louis Roederer,Sparkling Wine,2012,$449.9,Champagne,,,
p008829,Gevrey Chambertin 'En Créot' 2015,Marchand Grillot,Red Wine,2015,$52.3,Gevrey-Chambertin,,,
p008830,Il Bacialé Monferrato Rosso 2017,Braida,Red Wine,2017,$14.95,Monferrato,,,
p008831,Elixir Dry Champagne N.V.,Pommery,Sparkling Wine,N.V.,$41.39,Champagne,,,
p008832,Diamond Collection Cabernet Sauvignon (Ivory Label) 2017,Francis Ford Coppola,Red Wine,2017,$24.75,Napa Valley,,,
p008833,60 Sessantanni Old Vines Primitivo di Manduria 2015,San Marzano,Red Wine,2015,$30.95,Primitivo di Manduria,,,
p008834,Bierzo Red 2017,Losada,Red Wine,2017,$13.15,Bierzo,,,
p008835,Sfursat 2015,Nino Negri,Red Wine,2015,$30.95,Valtellina,,,
p008836,Saint-Julien 2016,Château Gloria,Red Wine,2016,$47.53,Saint-Julien,,,
p008837,Enkircher Steffensberg Riesling Kabinett Feinherb 2018,Villa Huesgen,White Wine,2018,$17.35,Mosel,,,
p008838,Verrenberg Butzen Lemberger Trocken 2012,Fürst Hohenlohe Oehringen,Red Wine,2012,$9.0,Württemberg,,,
p008839,3.9 2015,Abadal,Red Wine,2015,$17.9,Pla de Bages,,,
p008840,Barolo Villero 2011,Giacomo Fenocchio,Red Wine,2011,$35.84,Barolo,,,
p008841,R de Rieussec 2017,Château Rieussec,White Wine,2017,$30.62,Bordeaux,,,
p008842,Châteauneuf-du-Pape 2017,Château de Beaucastel,Red Wine,2017,$73.11,Châteauneuf-du-Pape,,,
p008843,Syrah Blueprint 2016,De Trafford,Red Wine,2016,$25.95,Stellenbosch,,,
p008844,Armador Carménère 2018,Odfjell,Red Wine,2018,$10.15,Maule Valley,,,
p008845,Gewürztraminer 2016,Cleebourg,White Wine,2016,$11.89,Alsace,,,
p008846,Vigna Flaminio Brindisi Riserva 2013,Vallone,Red Wine,2013,$10.9,Brindisi,,,
p008847,Memorious Pinot Noir 2016,Domaine de la Côte,Red Wine,2016,$54.0,Sta. Rita Hills,,,
p008848,Garnacha Tinta 2018,La Picossa,Red Wine,2018,$9.15,Terra Alta,,,
p008849,Almaviva 2017,Almaviva,Red Wine,2017,$173.63,Puente Alto,,,
p008850,Felino Chardonnay 2018,Viña Cobos,White Wine,2018,$12.99,Mendoza,,,
p008851,Don Miguel Vineyard La Masía Pinot Noir 2016,Marimar Estate,Red Wine,2016,$54.5,Russian River Valley,,,
p008852,Sistina Montepulciano d'Abruzzo 2017,Citra,Red Wine,2017,$6.73,Montepulciano d'Abruzzo,,,
p008853,Rosso Piceno 2018,Velenosi,Red Wine,2018,$5.89,Rosso Piceno,,,
